X1,variable,Division_Name,District_Name,District_Code,value,Column,Indicator_v2,Description,Source,Unit
360,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Khyber,PK233,0.150992822,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
361,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Kohat,PK211,0.039789995,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
362,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Kohistan,PK212,0.672217579,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
363,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Kurram,PK234,0.190477435,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
364,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Bannu,Lakki Marwat,PK213,0.107807824,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
365,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Lower Dir,PK214,0.042561421,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
366,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Malakand PA,PK215,0.033962052,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
367,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Mansehra,PK216,0.091636761,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
368,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Mardan,PK217,0.03258941,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
369,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Mohmand,PK235,0.147018249,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
370,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,North Waziristan,PK236,0.234510881,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
371,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Peshawar,Nowshera,PK218,0.022487589,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
372,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Orakzai,PK237,0.135042118,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
373,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Peshawar,Peshawar,PK219,0.031745776,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
374,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Shangla,PK220,0.352520503,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
375,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,South Waziristan,PK238,0.267376565,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
376,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Swabi,PK221,0.03836813,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
377,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,0.096933801,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
378,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,Tank,PK229,0.094598859,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
379,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Tor Ghar,PK231,0.780776214,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
380,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Upper Dir,PK230,0.216513226,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
