X1,variable,Division_Name,District_Name,District_Code,Tehsil_Name,Tehsil_Code,value,Column,Indicator_v2,Description,Source,Unit
1085,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Mohmand,PK235,Halimzai,PK23507,0.031047197,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1086,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Hangu,PK208,Hangu,PK20802,0.063260873,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1087,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Haripur,PK209,Haripur,PK20902,0.043149313,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1088,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Peshawar,FR Peshawar,PK243,Hassan Khel,PK24301,0.498081303,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1089,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Orakzai,PK237,Ismailzai,PK23704,0.23217426,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1090,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Khyber,PK233,Jamrud,PK23303,0.160996087,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1091,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,FR Tank,PK244,Jandola,PK24401,0.115205364,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1092,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,Kabal,PK22208,0.064906632,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1093,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,Kalam,PK22201,0.326492014,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1094,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Upper Dir,PK230,Kalkot,PK23001,0.679245815,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1095,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Karak,PK210,Karak,PK21003,0.036291069,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1096,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Mardan,PK217,Katlang,PK21701,0.003961256,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1097,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Bajaur,PK232,Khar,PK23207,0.027422272,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1098,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,Khwazakhela,PK22206,0.063859378,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1099,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Kohat,PK211,Kohat,PK21102,0.047801082,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1100,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,Dera Ismail Khan,PK207,Kulachi,PK20702,0.170374544,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1101,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Kohat,PK211,Lachi,PK21101,0.021622585,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1102,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,South Waziristan,PK238,Ladha,PK23804,0.237918384,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1103,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Swabi,PK221,Lahor,PK22102,0.033042722,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
