X1,variable,Division_Name,District_Name,Tehsil_Name,value,Column,Source,Description,Unit
2053,Population_share_exposed_drought_wetness,F.A.T.A.,Orakzai,Central Orakzai,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2054,Population_share_exposed_drought_wetness,F.A.T.A.,Orakzai,Ismailzai,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2055,Population_share_exposed_drought_wetness,F.A.T.A.,Orakzai,Lower Orakzai,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2056,Population_share_exposed_drought_wetness,F.A.T.A.,Orakzai,Upper Orakzai,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2057,Population_share_exposed_drought_wetness,Peshawar,Peshawar,Peshawar,99.99923818,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2058,Population_share_exposed_drought_wetness,Malakand,Shangla,Alpuri,0,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2059,Population_share_exposed_drought_wetness,Malakand,Shangla,Bisham,0,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2060,Population_share_exposed_drought_wetness,Malakand,Shangla,Chiksar,0,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2061,Population_share_exposed_drought_wetness,Malakand,Shangla,Martung,23.74101551,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2062,Population_share_exposed_drought_wetness,Malakand,Shangla,Puran,17.08827395,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2063,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Birmal,97.31147565,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2064,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Ladha,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2065,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Makin,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2066,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Sararogha,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2067,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Serwekai,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2068,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Tiarza,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2069,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Toi Khulla,95.7065496,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2070,Population_share_exposed_drought_wetness,F.A.T.A.,South Waziristan,Wana,99.17847897,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2071,Population_share_exposed_drought_wetness,Mardan,Swabi,Lahor,99.83078366,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2072,Population_share_exposed_drought_wetness,Mardan,Swabi,Swabi,99.58174766,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2073,Population_share_exposed_drought_wetness,Mardan,Swabi,Topi,99.9840926,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2074,Population_share_exposed_drought_wetness,Malakand,Swat,Babuzai,23.39664123,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2075,Population_share_exposed_drought_wetness,Malakand,Swat,Bahrain,32.23074213,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2076,Population_share_exposed_drought_wetness,Malakand,Swat,Barikot,13.89499687,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2077,Population_share_exposed_drought_wetness,Malakand,Swat,Charbagh,85.60278027,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2078,Population_share_exposed_drought_wetness,Malakand,Swat,Kabal,68.58566908,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2079,Population_share_exposed_drought_wetness,Malakand,Swat,Kalam,0.414354298,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2080,Population_share_exposed_drought_wetness,Malakand,Swat,Khwazakhela,95.77459678,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
